# 60km, 70km, 80km, 90km, 100km, 110km, 120km, 130km, 140km, 150km, 160km, 170km, 180km, 190km, 200km, 210km, 220km, 230km, 240km, 250km, 300km, 350km, 400km, 450km, 500km, 550km, 600km, 650km, 700km, 750km, 800km, 850km, 900km, 950km, 1000km
2.0111e-01,1.8640e-01,1.7409e-01,1.6442e-01,1.5594e-01,1.4867e-01,1.4239e-01,1.3685e-01,1.3200e-01,1.2754e-01,1.2344e-01,1.1941e-01,1.1617e-01,1.1239e-01,1.1032e-01,1.0737e-01,1.0472e-01,1.0271e-01,9.9318e-02,9.8178e-02,8.9663e-02,8.2262e-02,7.6909e-02,7.2554e-02,6.8517e-02,6.5355e-02,6.2730e-02,6.0303e-02,5.8761e-02,5.6872e-02,5.4476e-02,5.3020e-02,5.2021e-02,4.9457e-02,4.9076e-02
2.0059e-01,1.8592e-01,1.7365e-01,1.6401e-01,1.5553e-01,1.4829e-01,1.4202e-01,1.3650e-01,1.3166e-01,1.2721e-01,1.2313e-01,1.1911e-01,1.1586e-01,1.1210e-01,1.1003e-01,1.0709e-01,1.0444e-01,1.0244e-01,9.9072e-02,9.7915e-02,8.9449e-02,8.2039e-02,7.6717e-02,7.2369e-02,6.8365e-02,6.5174e-02,6.2575e-02,6.0160e-02,5.8627e-02,5.6750e-02,5.4345e-02,5.2906e-02,5.1896e-02,4.9350e-02,4.8956e-02
2.0008e-01,1.8544e-01,1.7321e-01,1.6360e-01,1.5513e-01,1.4790e-01,1.4165e-01,1.3616e-01,1.3133e-01,1.2688e-01,1.2282e-01,1.1881e-01,1.1556e-01,1.1181e-01,1.0975e-01,1.0680e-01,1.0416e-01,1.0218e-01,9.8830e-02,9.7654e-02,8.9237e-02,8.1818e-02,7.6527e-02,7.2186e-02,6.8215e-02,6.4995e-02,6.2422e-02,6.0019e-02,5.8493e-02,5.6628e-02,5.4215e-02,5.2793e-02,5.1771e-02,4.9246e-02,4.8835e-02
1.9956e-01,1.8497e-01,1.7278e-01,1.6319e-01,1.5473e-01,1.4753e-01,1.4129e-01,1.3581e-01,1.3101e-01,1.2656e-01,1.2251e-01,1.1851e-01,1.1525e-01,1.1152e-01,1.0947e-01,1.0653e-01,1.0388e-01,1.0192e-01,9.8591e-02,9.7396e-02,8.9026e-02,8.1600e-02,7.6339e-02,7.2004e-02,6.8066e-02,6.4819e-02,6.2269e-02,5.9879e-02,5.8360e-02,5.6505e-02,5.4084e-02,5.2681e-02,5.1647e-02,4.9142e-02,4.8714e-02
1.9906e-01,1.8450e-01,1.7236e-01,1.6279e-01,1.5434e-01,1.4715e-01,1.4092e-01,1.3547e-01,1.3068e-01,1.2623e-01,1.2220e-01,1.1822e-01,1.1495e-01,1.1124e-01,1.0919e-01,1.0625e-01,1.0360e-01,1.0167e-01,9.8355e-02,9.7141e-02,8.8817e-02,8.1385e-02,7.6153e-02,7.1822e-02,6.7918e-02,6.4644e-02,6.2118e-02,5.9741e-02,5.8227e-02,5.6381e-02,5.3955e-02,5.2570e-02,5.1525e-02,4.9040e-02,4.8592e-02
1.9856e-01,1.8404e-01,1.7193e-01,1.6239e-01,1.5395e-01,1.4678e-01,1.4057e-01,1.3513e-01,1.3036e-01,1.2591e-01,1.2190e-01,1.1793e-01,1.1466e-01,1.1096e-01,1.0892e-01,1.0598e-01,1.0333e-01,1.0141e-01,9.8123e-02,9.6887e-02,8.8610e-02,8.1173e-02,7.5970e-02,7.1643e-02,6.7772e-02,6.4473e-02,6.1968e-02,5.9605e-02,5.8094e-02,5.6256e-02,5.3826e-02,5.2460e-02,5.1403e-02,4.8940e-02,4.8470e-02
1.9806e-01,1.8358e-01,1.7152e-01,1.6199e-01,1.5356e-01,1.4641e-01,1.4021e-01,1.3480e-01,1.3004e-01,1.2559e-01,1.2160e-01,1.1764e-01,1.1436e-01,1.1068e-01,1.0865e-01,1.0571e-01,1.0306e-01,1.0116e-01,9.7894e-02,9.6637e-02,8.8405e-02,8.0963e-02,7.5788e-02,7.1464e-02,6.7628e-02,6.4303e-02,6.1819e-02,5.9469e-02,5.7962e-02,5.6131e-02,5.3698e-02,5.2351e-02,5.1282e-02,4.8841e-02,4.8348e-02
1.9757e-01,1.8313e-01,1.7110e-01,1.6160e-01,1.5317e-01,1.4604e-01,1.3986e-01,1.3447e-01,1.2972e-01,1.2527e-01,1.2130e-01,1.1735e-01,1.1407e-01,1.1040e-01,1.0838e-01,1.0544e-01,1.0279e-01,1.0091e-01,9.7668e-02,9.6388e-02,8.8201e-02,8.0756e-02,7.5609e-02,7.1286e-02,6.7484e-02,6.4135e-02,6.1671e-02,5.9335e-02,5.7831e-02,5.6005e-02,5.3570e-02,5.2243e-02,5.1161e-02,4.8743e-02,4.8225e-02
1.9708e-01,1.8268e-01,1.7069e-01,1.6121e-01,1.5279e-01,1.4568e-01,1.3951e-01,1.3414e-01,1.2941e-01,1.2496e-01,1.2101e-01,1.1707e-01,1.1378e-01,1.1013e-01,1.0811e-01,1.0517e-01,1.0252e-01,1.0066e-01,9.7445e-02,9.6142e-02,8.7998e-02,8.0551e-02,7.5432e-02,7.1110e-02,6.7342e-02,6.3970e-02,6.1524e-02,5.9202e-02,5.7699e-02,5.5878e-02,5.3443e-02,5.2136e-02,5.1042e-02,4.8647e-02,4.8103e-02
1.9659e-01,1.8223e-01,1.7028e-01,1.6082e-01,1.5241e-01,1.4531e-01,1.3917e-01,1.3381e-01,1.2909e-01,1.2465e-01,1.2072e-01,1.1679e-01,1.1349e-01,1.0986e-01,1.0785e-01,1.0491e-01,1.0226e-01,1.0042e-01,9.7225e-02,9.5899e-02,8.7797e-02,8.0350e-02,7.5257e-02,7.0934e-02,6.7201e-02,6.3807e-02,6.1379e-02,5.9071e-02,5.7568e-02,5.5751e-02,5.3317e-02,5.2029e-02,5.0924e-02,4.8552e-02,4.7980e-02
1.9611e-01,1.8179e-01,1.6988e-01,1.6044e-01,1.5204e-01,1.4496e-01,1.3882e-01,1.3348e-01,1.2878e-01,1.2434e-01,1.2043e-01,1.1651e-01,1.1321e-01,1.0959e-01,1.0758e-01,1.0465e-01,1.0200e-01,1.0017e-01,9.7009e-02,9.5658e-02,8.7597e-02,8.0151e-02,7.5084e-02,7.0760e-02,6.7062e-02,6.3646e-02,6.1235e-02,5.8940e-02,5.7438e-02,5.5624e-02,5.3191e-02,5.1923e-02,5.0806e-02,4.8458e-02,4.7856e-02
1.9564e-01,1.8135e-01,1.6947e-01,1.6006e-01,1.5166e-01,1.4460e-01,1.3848e-01,1.3316e-01,1.2848e-01,1.2403e-01,1.2014e-01,1.1624e-01,1.1292e-01,1.0933e-01,1.0732e-01,1.0439e-01,1.0174e-01,9.9929e-02,9.6795e-02,9.5419e-02,8.7398e-02,7.9954e-02,7.4912e-02,7.0586e-02,6.6923e-02,6.3487e-02,6.1092e-02,5.8811e-02,5.7308e-02,5.5496e-02,5.3066e-02,5.1818e-02,5.0689e-02,4.8365e-02,4.7733e-02
1.9517e-01,1.8091e-01,1.6908e-01,1.5968e-01,1.5129e-01,1.4425e-01,1.3815e-01,1.3284e-01,1.2817e-01,1.2373e-01,1.1985e-01,1.1596e-01,1.1264e-01,1.0907e-01,1.0707e-01,1.0414e-01,1.0148e-01,9.9688e-02,9.6584e-02,9.5182e-02,8.7201e-02,7.9761e-02,7.4743e-02,7.0414e-02,6.6786e-02,6.3330e-02,6.0950e-02,5.8682e-02,5.7178e-02,5.5368e-02,5.2942e-02,5.1713e-02,5.0573e-02,4.8274e-02,4.7610e-02
1.9470e-01,1.8048e-01,1.6868e-01,1.5931e-01,1.5093e-01,1.4390e-01,1.3781e-01,1.3253e-01,1.2787e-01,1.2343e-01,1.1957e-01,1.1569e-01,1.1237e-01,1.0881e-01,1.0681e-01,1.0389e-01,1.0123e-01,9.9449e-02,9.6376e-02,9.4948e-02,8.7004e-02,7.9570e-02,7.4575e-02,7.0242e-02,6.6650e-02,6.3175e-02,6.0809e-02,5.8555e-02,5.7049e-02,5.5239e-02,5.2818e-02,5.1609e-02,5.0458e-02,4.8183e-02,4.7486e-02
1.9424e-01,1.8005e-01,1.6829e-01,1.5893e-01,1.5056e-01,1.4356e-01,1.3748e-01,1.3222e-01,1.2757e-01,1.2313e-01,1.1929e-01,1.1542e-01,1.1209e-01,1.0855e-01,1.0656e-01,1.0364e-01,1.0098e-01,9.9213e-02,9.6171e-02,9.4716e-02,8.6809e-02,7.9382e-02,7.4410e-02,7.0072e-02,6.6515e-02,6.3022e-02,6.0670e-02,5.8429e-02,5.6920e-02,5.5110e-02,5.2695e-02,5.1505e-02,5.0343e-02,4.8094e-02,4.7363e-02
1.9378e-01,1.7963e-01,1.6790e-01,1.5857e-01,1.5020e-01,1.4321e-01,1.3716e-01,1.3191e-01,1.2727e-01,1.2284e-01,1.1901e-01,1.1516e-01,1.1182e-01,1.0830e-01,1.0631e-01,1.0339e-01,1.0073e-01,9.8978e-02,9.5968e-02,9.4486e-02,8.6614e-02,7.9196e-02,7.4246e-02,6.9902e-02,6.6381e-02,6.2871e-02,6.0531e-02,5.8304e-02,5.6792e-02,5.4981e-02,5.2572e-02,5.1402e-02,5.0230e-02,4.8006e-02,4.7240e-02
1.9333e-01,1.7921e-01,1.6752e-01,1.5820e-01,1.4984e-01,1.4287e-01,1.3683e-01,1.3160e-01,1.2697e-01,1.2254e-01,1.1874e-01,1.1490e-01,1.1155e-01,1.0805e-01,1.0606e-01,1.0314e-01,1.0048e-01,9.8745e-02,9.5768e-02,9.4259e-02,8.6420e-02,7.9014e-02,7.4084e-02,6.9734e-02,6.6248e-02,6.2722e-02,6.0394e-02,5.8180e-02,5.6664e-02,5.4852e-02,5.2450e-02,5.1299e-02,5.0117e-02,4.7918e-02,4.7117e-02
1.9288e-01,1.7879e-01,1.6714e-01,1.5784e-01,1.4949e-01,1.4254e-01,1.3651e-01,1.3129e-01,1.2668e-01,1.2225e-01,1.1846e-01,1.1463e-01,1.1128e-01,1.0780e-01,1.0581e-01,1.0290e-01,1.0024e-01,9.8513e-02,9.5570e-02,9.4034e-02,8.6227e-02,7.8834e-02,7.3923e-02,6.9566e-02,6.6116e-02,6.2574e-02,6.0257e-02,5.8057e-02,5.6537e-02,5.4722e-02,5.2329e-02,5.1197e-02,5.0004e-02,4.7832e-02,4.6994e-02
1.9243e-01,1.7838e-01,1.6676e-01,1.5748e-01,1.4914e-01,1.4220e-01,1.3619e-01,1.3099e-01,1.2639e-01,1.2196e-01,1.1819e-01,1.1438e-01,1.1101e-01,1.0755e-01,1.0557e-01,1.0266e-01,9.9996e-02,9.8284e-02,9.5375e-02,9.3811e-02,8.6035e-02,7.8657e-02,7.3765e-02,6.9400e-02,6.5985e-02,6.2429e-02,6.0122e-02,5.7935e-02,5.6410e-02,5.4592e-02,5.2208e-02,5.1095e-02,4.9893e-02,4.7747e-02,4.6872e-02
1.9199e-01,1.7797e-01,1.6638e-01,1.5712e-01,1.4879e-01,1.4187e-01,1.3587e-01,1.3069e-01,1.2610e-01,1.2168e-01,1.1792e-01,1.1412e-01,1.1075e-01,1.0731e-01,1.0533e-01,1.0242e-01,9.9758e-02,9.8056e-02,9.5182e-02,9.3591e-02,8.5843e-02,7.8483e-02,7.3607e-02,6.9235e-02,6.5855e-02,6.2285e-02,5.9988e-02,5.7814e-02,5.6284e-02,5.4462e-02,5.2088e-02,5.0993e-02,4.9782e-02,4.7663e-02,4.6750e-02
1.9155e-01,1.7757e-01,1.6601e-01,1.5676e-01,1.4845e-01,1.4154e-01,1.3556e-01,1.3039e-01,1.2582e-01,1.2139e-01,1.1766e-01,1.1386e-01,1.1049e-01,1.0707e-01,1.0509e-01,1.0219e-01,9.9523e-02,9.7830e-02,9.4992e-02,9.3372e-02,8.5652e-02,7.8311e-02,7.3452e-02,6.9070e-02,6.5726e-02,6.2143e-02,5.9855e-02,5.7693e-02,5.6158e-02,5.4333e-02,5.1969e-02,5.0892e-02,4.9673e-02,4.7579e-02,4.6628e-02
1.9112e-01,1.7717e-01,1.6564e-01,1.5641e-01,1.4810e-01,1.4122e-01,1.3525e-01,1.3010e-01,1.2553e-01,1.2111e-01,1.1739e-01,1.1361e-01,1.1023e-01,1.0683e-01,1.0485e-01,1.0195e-01,9.9290e-02,9.7606e-02,9.4803e-02,9.3156e-02,8.5461e-02,7.8142e-02,7.3298e-02,6.8907e-02,6.5597e-02,6.2003e-02,5.9724e-02,5.7574e-02,5.6033e-02,5.4203e-02,5.1850e-02,5.0791e-02,4.9563e-02,4.7497e-02,4.6507e-02
1.9069e-01,1.7677e-01,1.6528e-01,1.5606e-01,1.4776e-01,1.4089e-01,1.3494e-01,1.2980e-01,1.2525e-01,1.2083e-01,1.1713e-01,1.1336e-01,1.0998e-01,1.0660e-01,1.0461e-01,1.0172e-01,9.9059e-02,9.7384e-02,9.4617e-02,9.2942e-02,8.5271e-02,7.7976e-02,7.3146e-02,6.8745e-02,6.5470e-02,6.1865e-02,5.9593e-02,5.7455e-02,5.5909e-02,5.4073e-02,5.1732e-02,5.0689e-02,4.9455e-02,4.7415e-02,4.6386e-02
1.9026e-01,1.7638e-01,1.6491e-01,1.5572e-01,1.4743e-01,1.4057e-01,1.3464e-01,1.2951e-01,1.2497e-01,1.2056e-01,1.1687e-01,1.1311e-01,1.0972e-01,1.0636e-01,1.0438e-01,1.0150e-01,9.8831e-02,9.7163e-02,9.4433e-02,9.2730e-02,8.5081e-02,7.7813e-02,7.2995e-02,6.8585e-02,6.5344e-02,6.1728e-02,5.9463e-02,5.7337e-02,5.5785e-02,5.3943e-02,5.1615e-02,5.0588e-02,4.9347e-02,4.7334e-02,4.6266e-02
1.8984e-01,1.7599e-01,1.6455e-01,1.5537e-01,1.4709e-01,1.4026e-01,1.3433e-01,1.2923e-01,1.2469e-01,1.2028e-01,1.1661e-01,1.1287e-01,1.0947e-01,1.0613e-01,1.0415e-01,1.0127e-01,9.8606e-02,9.6944e-02,9.4251e-02,9.2520e-02,8.4892e-02,7.7652e-02,7.2845e-02,6.8425e-02,6.5218e-02,6.1593e-02,5.9335e-02,5.7220e-02,5.5661e-02,5.3814e-02,5.1498e-02,5.0487e-02,4.9240e-02,4.7254e-02,4.6147e-02
1.8942e-01,1.7560e-01,1.6420e-01,1.5503e-01,1.4676e-01,1.3994e-01,1.3404e-01,1.2894e-01,1.2442e-01,1.2001e-01,1.1636e-01,1.1262e-01,1.0922e-01,1.0590e-01,1.0392e-01,1.0105e-01,9.8384e-02,9.6726e-02,9.4071e-02,9.2312e-02,8.4703e-02,7.7494e-02,7.2697e-02,6.8267e-02,6.5094e-02,6.1459e-02,5.9207e-02,5.7104e-02,5.5538e-02,5.3685e-02,5.1382e-02,5.0386e-02,4.9134e-02,4.7174e-02,4.6028e-02
1.8900e-01,1.7522e-01,1.6384e-01,1.5470e-01,1.4644e-01,1.3963e-01,1.3374e-01,1.2866e-01,1.2414e-01,1.1974e-01,1.1610e-01,1.1238e-01,1.0898e-01,1.0568e-01,1.0369e-01,1.0082e-01,9.8164e-02,9.6511e-02,9.3892e-02,9.2107e-02,8.4515e-02,7.7338e-02,7.2550e-02,6.8109e-02,6.4970e-02,6.1327e-02,5.9081e-02,5.6989e-02,5.5416e-02,5.3555e-02,5.1267e-02,5.0285e-02,4.9028e-02,4.7096e-02,4.5910e-02
1.8859e-01,1.7484e-01,1.6349e-01,1.5436e-01,1.4611e-01,1.3932e-01,1.3345e-01,1.2838e-01,1.2387e-01,1.1948e-01,1.1585e-01,1.1214e-01,1.0873e-01,1.0545e-01,1.0346e-01,1.0060e-01,9.7947e-02,9.6297e-02,9.3716e-02,9.1904e-02,8.4328e-02,7.7185e-02,7.2405e-02,6.7953e-02,6.4847e-02,6.1197e-02,5.8955e-02,5.6875e-02,5.5294e-02,5.3427e-02,5.1152e-02,5.0184e-02,4.8923e-02,4.7017e-02,4.5792e-02
1.8818e-01,1.7446e-01,1.6314e-01,1.5403e-01,1.4579e-01,1.3901e-01,1.3315e-01,1.2810e-01,1.2360e-01,1.1921e-01,1.1560e-01,1.1190e-01,1.0849e-01,1.0523e-01,1.0324e-01,1.0039e-01,9.7733e-02,9.6085e-02,9.3541e-02,9.1702e-02,8.4141e-02,7.7034e-02,7.2261e-02,6.7799e-02,6.4725e-02,6.1068e-02,5.8831e-02,5.6761e-02,5.5173e-02,5.3298e-02,5.1038e-02,5.0083e-02,4.8819e-02,4.6940e-02,4.5676e-02
1.8778e-01,1.7409e-01,1.6280e-01,1.5370e-01,1.4547e-01,1.3871e-01,1.3287e-01,1.2783e-01,1.2334e-01,1.1895e-01,1.1535e-01,1.1167e-01,1.0825e-01,1.0501e-01,1.0302e-01,1.0017e-01,9.7521e-02,9.5874e-02,9.3368e-02,9.1503e-02,8.3955e-02,7.6885e-02,7.2119e-02,6.7645e-02,6.4604e-02,6.0941e-02,5.8708e-02,5.6648e-02,5.5053e-02,5.3170e-02,5.0925e-02,4.9981e-02,4.8715e-02,4.6863e-02,4.5560e-02
1.8738e-01,1.7372e-01,1.6246e-01,1.5337e-01,1.4515e-01,1.3841e-01,1.3258e-01,1.2755e-01,1.2307e-01,1.1869e-01,1.1511e-01,1.1143e-01,1.0801e-01,1.0479e-01,1.0280e-01,9.9958e-02,9.7312e-02,9.5665e-02,9.3196e-02,9.1306e-02,8.3769e-02,7.6739e-02,7.1978e-02,6.7493e-02,6.4484e-02,6.0815e-02,5.8585e-02,5.6536e-02,5.4933e-02,5.3042e-02,5.0812e-02,4.9880e-02,4.8612e-02,4.6787e-02,4.5445e-02
1.8698e-01,1.7335e-01,1.6211e-01,1.5305e-01,1.4484e-01,1.3811e-01,1.3230e-01,1.2728e-01,1.2281e-01,1.1843e-01,1.1486e-01,1.1120e-01,1.0778e-01,1.0458e-01,1.0258e-01,9.9747e-02,9.7105e-02,9.5458e-02,9.3026e-02,9.1111e-02,8.3583e-02,7.6594e-02,7.1838e-02,6.7342e-02,6.4365e-02,6.0690e-02,5.8464e-02,5.6425e-02,5.4814e-02,5.2915e-02,5.0700e-02,4.9778e-02,4.8510e-02,4.6711e-02,4.5331e-02
1.8659e-01,1.7298e-01,1.6178e-01,1.5272e-01,1.4453e-01,1.3782e-01,1.3202e-01,1.2701e-01,1.2255e-01,1.1818e-01,1.1462e-01,1.1097e-01,1.0754e-01,1.0437e-01,1.0236e-01,9.9537e-02,9.6901e-02,9.5252e-02,9.2858e-02,9.0917e-02,8.3399e-02,7.6452e-02,7.1699e-02,6.7192e-02,6.4246e-02,6.0567e-02,5.8344e-02,5.6315e-02,5.4695e-02,5.2788e-02,5.0588e-02,4.9676e-02,4.8408e-02,4.6636e-02,4.5219e-02
1.8620e-01,1.7262e-01,1.6144e-01,1.5240e-01,1.4422e-01,1.3752e-01,1.3174e-01,1.2675e-01,1.2229e-01,1.1792e-01,1.1438e-01,1.1074e-01,1.0731e-01,1.0416e-01,1.0214e-01,9.9330e-02,9.6700e-02,9.5048e-02,9.2690e-02,9.0726e-02,8.3214e-02,7.6311e-02,7.1562e-02,6.7044e-02,6.4128e-02,6.0445e-02,5.8225e-02,5.6206e-02,5.4577e-02,5.2662e-02,5.0478e-02,4.9574e-02,4.8307e-02,4.6561e-02,4.5107e-02
1.8581e-01,1.7227e-01,1.6111e-01,1.5209e-01,1.4392e-01,1.3723e-01,1.3146e-01,1.2648e-01,1.2203e-01,1.1767e-01,1.1414e-01,1.1052e-01,1.0709e-01,1.0395e-01,1.0193e-01,9.9125e-02,9.6501e-02,9.4846e-02,9.2524e-02,9.0537e-02,8.3031e-02,7.6173e-02,7.1426e-02,6.6897e-02,6.4011e-02,6.0325e-02,5.8106e-02,5.6097e-02,5.4460e-02,5.2536e-02,5.0368e-02,4.9472e-02,4.8207e-02,4.6486e-02,4.4996e-02
1.8543e-01,1.7191e-01,1.6078e-01,1.5177e-01,1.4362e-01,1.3694e-01,1.3119e-01,1.2622e-01,1.2178e-01,1.1743e-01,1.1390e-01,1.1029e-01,1.0686e-01,1.0374e-01,1.0172e-01,9.8921e-02,9.6304e-02,9.4645e-02,9.2360e-02,9.0350e-02,8.2848e-02,7.6036e-02,7.1291e-02,6.6751e-02,6.3895e-02,6.0205e-02,5.7989e-02,5.5989e-02,5.4343e-02,5.2411e-02,5.0259e-02,4.9370e-02,4.8107e-02,4.6412e-02,4.4887e-02
1.8505e-01,1.7156e-01,1.6045e-01,1.5146e-01,1.4332e-01,1.3666e-01,1.3092e-01,1.2596e-01,1.2153e-01,1.1718e-01,1.1367e-01,1.1007e-01,1.0664e-01,1.0354e-01,1.0151e-01,9.8720e-02,9.6109e-02,9.4446e-02,9.2196e-02,9.0165e-02,8.2665e-02,7.5902e-02,7.1158e-02,6.6607e-02,6.3779e-02,6.0087e-02,5.7873e-02,5.5882e-02,5.4227e-02,5.2287e-02,5.0150e-02,4.9268e-02,4.8007e-02,4.6338e-02,4.4779e-02
1.8467e-01,1.7121e-01,1.6013e-01,1.5115e-01,1.4302e-01,1.3637e-01,1.3065e-01,1.2570e-01,1.2127e-01,1.1693e-01,1.1344e-01,1.0985e-01,1.0641e-01,1.0333e-01,1.0130e-01,9.8520e-02,9.5917e-02,9.4248e-02,9.2034e-02,8.9981e-02,8.2483e-02,7.5769e-02,7.1026e-02,6.6464e-02,6.3665e-02,5.9971e-02,5.7758e-02,5.5776e-02,5.4112e-02,5.2163e-02,5.0042e-02,4.9166e-02,4.7908e-02,4.6265e-02,4.4672e-02
1.8430e-01,1.7087e-01,1.5981e-01,1.5084e-01,1.4273e-01,1.3609e-01,1.3039e-01,1.2545e-01,1.2103e-01,1.1669e-01,1.1321e-01,1.0963e-01,1.0620e-01,1.0313e-01,1.0109e-01,9.8323e-02,9.5727e-02,9.4052e-02,9.1872e-02,8.9800e-02,8.2302e-02,7.5637e-02,7.0894e-02,6.6322e-02,6.3551e-02,5.9855e-02,5.7644e-02,5.5670e-02,5.3998e-02,5.2040e-02,4.9935e-02,4.9063e-02,4.7810e-02,4.6192e-02,4.4567e-02
1.8393e-01,1.7053e-01,1.5949e-01,1.5054e-01,1.4243e-01,1.3582e-01,1.3013e-01,1.2519e-01,1.2078e-01,1.1645e-01,1.1298e-01,1.0941e-01,1.0598e-01,1.0293e-01,1.0089e-01,9.8127e-02,9.5540e-02,9.3858e-02,9.1712e-02,8.9620e-02,8.2121e-02,7.5508e-02,7.0764e-02,6.6182e-02,6.3437e-02,5.9741e-02,5.7530e-02,5.5565e-02,5.3884e-02,5.1918e-02,4.9828e-02,4.8960e-02,4.7712e-02,4.6119e-02,4.4463e-02
1.8356e-01,1.7019e-01,1.5917e-01,1.5023e-01,1.4215e-01,1.3554e-01,1.2987e-01,1.2494e-01,1.2053e-01,1.1621e-01,1.1275e-01,1.0919e-01,1.0576e-01,1.0274e-01,1.0068e-01,9.7932e-02,9.5354e-02,9.3665e-02,9.1552e-02,8.9442e-02,8.1941e-02,7.5379e-02,7.0635e-02,6.6043e-02,6.3325e-02,5.9627e-02,5.7418e-02,5.5461e-02,5.3771e-02,5.1797e-02,4.9723e-02,4.8857e-02,4.7615e-02,4.6046e-02,4.4360e-02
1.8320e-01,1.6985e-01,1.5886e-01,1.4993e-01,1.4186e-01,1.3527e-01,1.2961e-01,1.2469e-01,1.2029e-01,1.1598e-01,1.1252e-01,1.0898e-01,1.0555e-01,1.0254e-01,1.0048e-01,9.7740e-02,9.5171e-02,9.3473e-02,9.1394e-02,8.9266e-02,8.1762e-02,7.5253e-02,7.0508e-02,6.5906e-02,6.3213e-02,5.9515e-02,5.7307e-02,5.5358e-02,5.3659e-02,5.1677e-02,4.9618e-02,4.8754e-02,4.7519e-02,4.5974e-02,4.4259e-02
1.8284e-01,1.6952e-01,1.5854e-01,1.4963e-01,1.4158e-01,1.3500e-01,1.2935e-01,1.2444e-01,1.2005e-01,1.1574e-01,1.1230e-01,1.0876e-01,1.0534e-01,1.0235e-01,1.0028e-01,9.7549e-02,9.4989e-02,9.3283e-02,9.1235e-02,8.9092e-02,8.1583e-02,7.5127e-02,7.0381e-02,6.5770e-02,6.3102e-02,5.9404e-02,5.7196e-02,5.5256e-02,5.3547e-02,5.1557e-02,4.9513e-02,4.8651e-02,4.7422e-02,4.5901e-02,4.4160e-02
1.8248e-01,1.6918e-01,1.5823e-01,1.4934e-01,1.4130e-01,1.3473e-01,1.2910e-01,1.2420e-01,1.1981e-01,1.1551e-01,1.1208e-01,1.0855e-01,1.0513e-01,1.0216e-01,1.0008e-01,9.7360e-02,9.4810e-02,9.3095e-02,9.1078e-02,8.8919e-02,8.1405e-02,7.5003e-02,7.0255e-02,6.5636e-02,6.2991e-02,5.9294e-02,5.7087e-02,5.5154e-02,5.3436e-02,5.1439e-02,4.9410e-02,4.8548e-02,4.7327e-02,4.5829e-02,4.4062e-02
1.8212e-01,1.6886e-01,1.5793e-01,1.4904e-01,1.4102e-01,1.3446e-01,1.2885e-01,1.2395e-01,1.1957e-01,1.1528e-01,1.1186e-01,1.0834e-01,1.0492e-01,1.0197e-01,9.9878e-02,9.7173e-02,9.4632e-02,9.2908e-02,9.0922e-02,8.8748e-02,8.1228e-02,7.4881e-02,7.0131e-02,6.5503e-02,6.2882e-02,5.9185e-02,5.6978e-02,5.5053e-02,5.3326e-02,5.1321e-02,4.9307e-02,4.8444e-02,4.7232e-02,4.5757e-02,4.3966e-02
1.8177e-01,1.6853e-01,1.5762e-01,1.4875e-01,1.4074e-01,1.3420e-01,1.2860e-01,1.2371e-01,1.1933e-01,1.1505e-01,1.1164e-01,1.0813e-01,1.0472e-01,1.0178e-01,9.9682e-02,9.6987e-02,9.4457e-02,9.2722e-02,9.0766e-02,8.8579e-02,8.1051e-02,7.4759e-02,7.0007e-02,6.5372e-02,6.2773e-02,5.9077e-02,5.6871e-02,5.4953e-02,5.3217e-02,5.1205e-02,4.9205e-02,4.8341e-02,4.7137e-02,4.5685e-02,4.3872e-02
1.8142e-01,1.6821e-01,1.5732e-01,1.4846e-01,1.4047e-01,1.3394e-01,1.2835e-01,1.2347e-01,1.1910e-01,1.1483e-01,1.1142e-01,1.0792e-01,1.0452e-01,1.0159e-01,9.9486e-02,9.6803e-02,9.4283e-02,9.2538e-02,9.0610e-02,8.8411e-02,8.0876e-02,7.4639e-02,6.9885e-02,6.5242e-02,6.2664e-02,5.8970e-02,5.6764e-02,5.4853e-02,5.3108e-02,5.1090e-02,4.9103e-02,4.8237e-02,4.7043e-02,4.5612e-02,4.3779e-02
1.8108e-01,1.6789e-01,1.5702e-01,1.4818e-01,1.4020e-01,1.3368e-01,1.2811e-01,1.2323e-01,1.1886e-01,1.1460e-01,1.1120e-01,1.0772e-01,1.0432e-01,1.0141e-01,9.9292e-02,9.6620e-02,9.4111e-02,9.2356e-02,9.0455e-02,8.8245e-02,8.0701e-02,7.4520e-02,6.9763e-02,6.5114e-02,6.2556e-02,5.8864e-02,5.6658e-02,5.4755e-02,5.3001e-02,5.0976e-02,4.9003e-02,4.8133e-02,4.6949e-02,4.5540e-02,4.3688e-02
1.8073e-01,1.6757e-01,1.5672e-01,1.4789e-01,1.3993e-01,1.3342e-01,1.2787e-01,1.2300e-01,1.1863e-01,1.1438e-01,1.1099e-01,1.0751e-01,1.0412e-01,1.0123e-01,9.9100e-02,9.6439e-02,9.3941e-02,9.2174e-02,9.0301e-02,8.8081e-02,8.0527e-02,7.4402e-02,6.9643e-02,6.4987e-02,6.2449e-02,5.8758e-02,5.6553e-02,5.4657e-02,5.2894e-02,5.0863e-02,4.8903e-02,4.8029e-02,4.6856e-02,4.5468e-02,4.3598e-02
