# 60km, 70km, 80km, 90km, 100km, 110km, 120km, 130km, 140km, 150km, 160km, 170km, 180km, 190km, 200km, 210km, 220km, 230km, 240km, 250km, 300km, 350km, 400km, 450km, 500km, 550km, 600km, 650km, 700km, 750km, 800km, 850km, 900km, 950km, 1000km
1.0954e-01,1.0136e-01,9.4869e-02,8.9373e-02,8.4817e-02,8.0860e-02,7.7432e-02,7.4391e-02,7.1648e-02,6.9147e-02,6.7066e-02,6.5071e-02,6.2997e-02,6.1393e-02,5.9877e-02,5.8553e-02,5.7091e-02,5.5952e-02,5.4652e-02,5.3510e-02,4.8894e-02,4.5282e-02,4.1741e-02,3.9825e-02,3.7764e-02,3.5956e-02,3.4499e-02,3.3104e-02,3.1955e-02,3.0972e-02,2.9705e-02,2.8871e-02,2.8179e-02,2.7266e-02,2.6782e-02
1.0947e-01,1.0130e-01,9.4808e-02,8.9316e-02,8.4762e-02,8.0808e-02,7.7382e-02,7.4342e-02,7.1601e-02,6.9104e-02,6.7023e-02,6.5029e-02,6.2956e-02,6.1354e-02,5.9839e-02,5.8516e-02,5.7052e-02,5.5919e-02,5.4624e-02,5.3473e-02,4.8859e-02,4.5256e-02,4.1713e-02,3.9804e-02,3.7737e-02,3.5934e-02,3.4479e-02,3.3084e-02,3.1935e-02,3.0944e-02,2.9682e-02,2.8854e-02,2.8165e-02,2.7248e-02,2.6764e-02
1.0940e-01,1.0123e-01,9.4747e-02,8.9258e-02,8.4707e-02,8.0755e-02,7.7332e-02,7.4293e-02,7.1554e-02,6.9061e-02,6.6980e-02,6.4986e-02,6.2914e-02,6.1315e-02,5.9801e-02,5.8478e-02,5.7014e-02,5.5885e-02,5.4595e-02,5.3435e-02,4.8824e-02,4.5230e-02,4.1684e-02,3.9783e-02,3.7709e-02,3.5912e-02,3.4460e-02,3.3064e-02,3.1914e-02,3.0916e-02,2.9659e-02,2.8837e-02,2.8152e-02,2.7230e-02,2.6746e-02
1.0933e-01,1.0117e-01,9.4687e-02,8.9200e-02,8.4653e-02,8.0703e-02,7.7283e-02,7.4244e-02,7.1508e-02,6.9018e-02,6.6938e-02,6.4944e-02,6.2873e-02,6.1276e-02,5.9763e-02,5.8441e-02,5.6975e-02,5.5852e-02,5.4567e-02,5.3398e-02,4.8789e-02,4.5204e-02,4.1656e-02,3.9761e-02,3.7682e-02,3.5890e-02,3.4440e-02,3.3044e-02,3.1894e-02,3.0886e-02,2.9636e-02,2.8821e-02,2.8138e-02,2.7212e-02,2.6728e-02
1.0926e-01,1.0110e-01,9.4626e-02,8.9143e-02,8.4598e-02,8.0651e-02,7.7233e-02,7.4195e-02,7.1462e-02,6.8976e-02,6.6895e-02,6.4902e-02,6.2832e-02,6.1237e-02,5.9725e-02,5.8403e-02,5.6936e-02,5.5818e-02,5.4538e-02,5.3361e-02,4.8755e-02,4.5178e-02,4.1629e-02,3.9739e-02,3.7654e-02,3.5869e-02,3.4421e-02,3.3024e-02,3.1874e-02,3.0856e-02,2.9613e-02,2.8804e-02,2.8124e-02,2.7194e-02,2.6710e-02
1.0919e-01,1.0104e-01,9.4566e-02,8.9086e-02,8.4544e-02,8.0599e-02,7.7184e-02,7.4146e-02,7.1415e-02,6.8934e-02,6.6853e-02,6.4860e-02,6.2791e-02,6.1198e-02,5.9687e-02,5.8366e-02,5.6897e-02,5.5784e-02,5.4509e-02,5.3324e-02,4.8720e-02,4.5152e-02,4.1601e-02,3.9717e-02,3.7627e-02,3.5847e-02,3.4401e-02,3.3005e-02,3.1854e-02,3.0826e-02,2.9590e-02,2.8787e-02,2.8111e-02,2.7176e-02,2.6692e-02
1.0912e-01,1.0098e-01,9.4505e-02,8.9029e-02,8.4490e-02,8.0547e-02,7.7135e-02,7.4097e-02,7.1369e-02,6.8892e-02,6.6810e-02,6.4818e-02,6.2750e-02,6.1160e-02,5.9649e-02,5.8329e-02,5.6859e-02,5.5750e-02,5.4480e-02,5.3288e-02,4.8686e-02,4.5126e-02,4.1573e-02,3.9694e-02,3.7599e-02,3.5825e-02,3.4382e-02,3.2985e-02,3.1834e-02,3.0794e-02,2.9567e-02,2.8770e-02,2.8097e-02,2.7158e-02,2.6674e-02
1.0905e-01,1.0091e-01,9.4445e-02,8.8972e-02,8.4435e-02,8.0495e-02,7.7085e-02,7.4048e-02,7.1323e-02,6.8850e-02,6.6768e-02,6.4776e-02,6.2709e-02,6.1121e-02,5.9611e-02,5.8291e-02,5.6820e-02,5.5716e-02,5.4451e-02,5.3251e-02,4.8652e-02,4.5100e-02,4.1545e-02,3.9671e-02,3.7572e-02,3.5803e-02,3.4362e-02,3.2966e-02,3.1814e-02,3.0762e-02,2.9544e-02,2.8753e-02,2.8083e-02,2.7140e-02,2.6656e-02
1.0898e-01,1.0085e-01,9.4385e-02,8.8915e-02,8.4381e-02,8.0444e-02,7.7036e-02,7.3999e-02,7.1277e-02,6.8808e-02,6.6726e-02,6.4733e-02,6.2669e-02,6.1083e-02,5.9573e-02,5.8254e-02,5.6782e-02,5.5682e-02,5.4421e-02,5.3215e-02,4.8617e-02,4.5073e-02,4.1517e-02,3.9647e-02,3.7545e-02,3.5781e-02,3.4343e-02,3.2947e-02,3.1794e-02,3.0729e-02,2.9521e-02,2.8737e-02,2.8069e-02,2.7122e-02,2.6638e-02
1.0891e-01,1.0078e-01,9.4325e-02,8.8858e-02,8.4327e-02,8.0392e-02,7.6987e-02,7.3950e-02,7.1231e-02,6.8767e-02,6.6684e-02,6.4691e-02,6.2629e-02,6.1045e-02,5.9536e-02,5.8216e-02,5.6743e-02,5.5648e-02,5.4392e-02,5.3180e-02,4.8583e-02,4.5047e-02,4.1489e-02,3.9624e-02,3.7518e-02,3.5759e-02,3.4323e-02,3.2928e-02,3.1774e-02,3.0695e-02,2.9498e-02,2.8720e-02,2.8055e-02,2.7104e-02,2.6620e-02
1.0884e-01,1.0072e-01,9.4265e-02,8.8802e-02,8.4274e-02,8.0341e-02,7.6938e-02,7.3901e-02,7.1185e-02,6.8725e-02,6.6642e-02,6.4649e-02,6.2589e-02,6.1007e-02,5.9498e-02,5.8179e-02,5.6705e-02,5.5613e-02,5.4362e-02,5.3144e-02,4.8549e-02,4.5021e-02,4.1461e-02,3.9599e-02,3.7491e-02,3.5737e-02,3.4304e-02,3.2909e-02,3.1755e-02,3.0661e-02,2.9476e-02,2.8703e-02,2.8041e-02,2.7087e-02,2.6602e-02
1.0877e-01,1.0066e-01,9.4205e-02,8.8745e-02,8.4220e-02,8.0289e-02,7.6889e-02,7.3852e-02,7.1139e-02,6.8684e-02,6.6600e-02,6.4607e-02,6.2549e-02,6.0970e-02,5.9461e-02,5.8141e-02,5.6666e-02,5.5579e-02,5.4333e-02,5.3108e-02,4.8515e-02,4.4995e-02,4.1433e-02,3.9574e-02,3.7464e-02,3.5716e-02,3.4284e-02,3.2890e-02,3.1735e-02,3.0625e-02,2.9453e-02,2.8686e-02,2.8026e-02,2.7069e-02,2.6584e-02
1.0871e-01,1.0059e-01,9.4146e-02,8.8689e-02,8.4166e-02,8.0238e-02,7.6841e-02,7.3803e-02,7.1093e-02,6.8643e-02,6.6558e-02,6.4564e-02,6.2509e-02,6.0932e-02,5.9423e-02,5.8104e-02,5.6628e-02,5.5544e-02,5.4303e-02,5.3073e-02,4.8481e-02,4.4968e-02,4.1406e-02,3.9549e-02,3.7437e-02,3.5694e-02,3.4265e-02,3.2871e-02,3.1716e-02,3.0589e-02,2.9431e-02,2.8669e-02,2.8012e-02,2.7051e-02,2.6566e-02
1.0864e-01,1.0053e-01,9.4086e-02,8.8633e-02,8.4113e-02,8.0187e-02,7.6792e-02,7.3755e-02,7.1048e-02,6.8602e-02,6.6516e-02,6.4522e-02,6.2470e-02,6.0895e-02,5.9386e-02,5.8067e-02,5.6590e-02,5.5509e-02,5.4272e-02,5.3038e-02,4.8447e-02,4.4942e-02,4.1378e-02,3.9524e-02,3.7411e-02,3.5671e-02,3.4245e-02,3.2852e-02,3.1696e-02,3.0553e-02,2.9408e-02,2.8652e-02,2.7998e-02,2.7033e-02,2.6548e-02
1.0857e-01,1.0047e-01,9.4027e-02,8.8577e-02,8.4059e-02,8.0136e-02,7.6743e-02,7.3706e-02,7.1002e-02,6.8561e-02,6.6474e-02,6.4480e-02,6.2431e-02,6.0857e-02,5.9349e-02,5.8029e-02,5.6552e-02,5.5475e-02,5.4242e-02,5.3004e-02,4.8413e-02,4.4915e-02,4.1350e-02,3.9498e-02,3.7384e-02,3.5649e-02,3.4226e-02,3.2834e-02,3.1677e-02,3.0515e-02,2.9386e-02,2.8635e-02,2.7983e-02,2.7015e-02,2.6529e-02
1.0850e-01,1.0041e-01,9.3968e-02,8.8521e-02,8.4006e-02,8.0085e-02,7.6695e-02,7.3657e-02,7.0956e-02,6.8520e-02,6.6433e-02,6.4437e-02,6.2392e-02,6.0820e-02,5.9312e-02,5.7992e-02,5.6513e-02,5.5440e-02,5.4211e-02,5.2969e-02,4.8380e-02,4.4889e-02,4.1322e-02,3.9472e-02,3.7358e-02,3.5627e-02,3.4206e-02,3.2815e-02,3.1658e-02,3.0477e-02,2.9364e-02,2.8618e-02,2.7968e-02,2.6997e-02,2.6511e-02
1.0843e-01,1.0034e-01,9.3908e-02,8.8465e-02,8.3952e-02,8.0034e-02,7.6646e-02,7.3609e-02,7.0911e-02,6.8480e-02,6.6391e-02,6.4395e-02,6.2353e-02,6.0783e-02,5.9274e-02,5.7955e-02,5.6475e-02,5.5405e-02,5.4180e-02,5.2935e-02,4.8346e-02,4.4862e-02,4.1295e-02,3.9445e-02,3.7332e-02,3.5605e-02,3.4187e-02,3.2797e-02,3.1639e-02,3.0438e-02,2.9342e-02,2.8601e-02,2.7953e-02,2.6979e-02,2.6493e-02
1.0836e-01,1.0028e-01,9.3849e-02,8.8409e-02,8.3899e-02,7.9984e-02,7.6598e-02,7.3560e-02,7.0865e-02,6.8439e-02,6.6350e-02,6.4353e-02,6.2314e-02,6.0746e-02,5.9237e-02,5.7917e-02,5.6437e-02,5.5369e-02,5.4149e-02,5.2901e-02,4.8313e-02,4.4836e-02,4.1267e-02,3.9419e-02,3.7306e-02,3.5583e-02,3.4168e-02,3.2779e-02,3.1620e-02,3.0399e-02,2.9320e-02,2.8584e-02,2.7939e-02,2.6961e-02,2.6475e-02
1.0830e-01,1.0022e-01,9.3790e-02,8.8354e-02,8.3846e-02,7.9933e-02,7.6550e-02,7.3512e-02,7.0820e-02,6.8399e-02,6.6308e-02,6.4310e-02,6.2275e-02,6.0709e-02,5.9201e-02,5.7880e-02,5.6399e-02,5.5334e-02,5.4118e-02,5.2868e-02,4.8279e-02,4.4809e-02,4.1239e-02,3.9392e-02,3.7280e-02,3.5561e-02,3.4148e-02,3.2760e-02,3.1601e-02,3.0359e-02,2.9298e-02,2.8567e-02,2.7923e-02,2.6942e-02,2.6457e-02
1.0823e-01,1.0015e-01,9.3731e-02,8.8298e-02,8.3793e-02,7.9882e-02,7.6502e-02,7.3464e-02,7.0775e-02,6.8358e-02,6.6267e-02,6.4268e-02,6.2237e-02,6.0673e-02,5.9164e-02,5.7843e-02,5.6361e-02,5.5299e-02,5.4086e-02,5.2834e-02,4.8246e-02,4.4782e-02,4.1212e-02,3.9364e-02,3.7254e-02,3.5539e-02,3.4129e-02,3.2742e-02,3.1582e-02,3.0319e-02,2.9276e-02,2.8550e-02,2.7908e-02,2.6924e-02,2.6439e-02
1.0816e-01,1.0009e-01,9.3673e-02,8.8243e-02,8.3740e-02,7.9832e-02,7.6454e-02,7.3415e-02,7.0729e-02,6.8318e-02,6.6225e-02,6.4225e-02,6.2199e-02,6.0636e-02,5.9127e-02,5.7806e-02,5.6323e-02,5.5263e-02,5.4055e-02,5.2801e-02,4.8213e-02,4.4755e-02,4.1184e-02,3.9337e-02,3.7229e-02,3.5516e-02,3.4109e-02,3.2724e-02,3.1563e-02,3.0278e-02,2.9254e-02,2.8533e-02,2.7893e-02,2.6906e-02,2.6421e-02
1.0809e-01,1.0003e-01,9.3614e-02,8.8188e-02,8.3688e-02,7.9782e-02,7.6406e-02,7.3367e-02,7.0684e-02,6.8278e-02,6.6184e-02,6.4183e-02,6.2161e-02,6.0600e-02,5.9090e-02,5.7768e-02,5.6285e-02,5.5228e-02,5.4023e-02,5.2768e-02,4.8180e-02,4.4729e-02,4.1157e-02,3.9309e-02,3.7204e-02,3.5494e-02,3.4090e-02,3.2706e-02,3.1544e-02,3.0236e-02,2.9233e-02,2.8516e-02,2.7877e-02,2.6888e-02,2.6402e-02
1.0803e-01,9.9968e-02,9.3556e-02,8.8133e-02,8.3635e-02,7.9732e-02,7.6358e-02,7.3319e-02,7.0639e-02,6.8238e-02,6.6143e-02,6.4140e-02,6.2123e-02,6.0563e-02,5.9054e-02,5.7731e-02,5.6248e-02,5.5192e-02,5.3990e-02,5.2735e-02,4.8147e-02,4.4702e-02,4.1129e-02,3.9281e-02,3.7178e-02,3.5472e-02,3.4071e-02,3.2688e-02,3.1525e-02,3.0195e-02,2.9211e-02,2.8499e-02,2.7861e-02,2.6870e-02,2.6384e-02
1.0796e-01,9.9906e-02,9.3497e-02,8.8078e-02,8.3582e-02,7.9682e-02,7.6310e-02,7.3271e-02,7.0594e-02,6.8198e-02,6.6102e-02,6.4098e-02,6.2085e-02,6.0527e-02,5.9017e-02,5.7694e-02,5.6210e-02,5.5156e-02,5.3958e-02,5.2703e-02,4.8114e-02,4.4675e-02,4.1101e-02,3.9253e-02,3.7153e-02,3.5449e-02,3.4051e-02,3.2670e-02,3.1506e-02,3.0153e-02,2.9190e-02,2.8482e-02,2.7845e-02,2.6852e-02,2.6366e-02
1.0789e-01,9.9844e-02,9.3439e-02,8.8023e-02,8.3530e-02,7.9632e-02,7.6263e-02,7.3223e-02,7.0549e-02,6.8159e-02,6.6061e-02,6.4055e-02,6.2048e-02,6.0491e-02,5.8981e-02,5.7657e-02,5.6172e-02,5.5120e-02,5.3925e-02,5.2670e-02,4.8082e-02,4.4648e-02,4.1074e-02,3.9224e-02,3.7129e-02,3.5427e-02,3.4032e-02,3.2652e-02,3.1487e-02,3.0110e-02,2.9169e-02,2.8465e-02,2.7829e-02,2.6834e-02,2.6348e-02
1.0783e-01,9.9782e-02,9.3381e-02,8.7968e-02,8.3478e-02,7.9582e-02,7.6215e-02,7.3175e-02,7.0504e-02,6.8119e-02,6.6020e-02,6.4012e-02,6.2010e-02,6.0455e-02,5.8944e-02,5.7620e-02,5.6135e-02,5.5084e-02,5.3892e-02,5.2638e-02,4.8049e-02,4.4621e-02,4.1046e-02,3.9196e-02,3.7104e-02,3.5405e-02,3.4012e-02,3.2634e-02,3.1469e-02,3.0068e-02,2.9148e-02,2.8448e-02,2.7813e-02,2.6815e-02,2.6330e-02
1.0776e-01,9.9721e-02,9.3323e-02,8.7914e-02,8.3425e-02,7.9532e-02,7.6168e-02,7.3127e-02,7.0459e-02,6.8079e-02,6.5979e-02,6.3970e-02,6.1973e-02,6.0419e-02,5.8908e-02,5.7582e-02,5.6097e-02,5.5048e-02,5.3859e-02,5.2606e-02,4.8017e-02,4.4594e-02,4.1019e-02,3.9167e-02,3.7080e-02,3.5383e-02,3.3993e-02,3.2616e-02,3.1450e-02,3.0025e-02,2.9127e-02,2.8431e-02,2.7797e-02,2.6797e-02,2.6312e-02
1.0769e-01,9.9659e-02,9.3265e-02,8.7859e-02,8.3373e-02,7.9483e-02,7.6121e-02,7.3079e-02,7.0414e-02,6.8040e-02,6.5938e-02,6.3927e-02,6.1936e-02,6.0383e-02,5.8872e-02,5.7545e-02,5.6060e-02,5.5012e-02,5.3826e-02,5.2574e-02,4.7984e-02,4.4567e-02,4.0991e-02,3.9138e-02,3.7056e-02,3.5360e-02,3.3974e-02,3.2598e-02,3.1432e-02,2.9982e-02,2.9106e-02,2.8414e-02,2.7780e-02,2.6779e-02,2.6294e-02
1.0763e-01,9.9598e-02,9.3207e-02,8.7805e-02,8.3321e-02,7.9433e-02,7.6074e-02,7.3032e-02,7.0370e-02,6.8000e-02,6.5898e-02,6.3884e-02,6.1899e-02,6.0348e-02,5.8835e-02,5.7508e-02,5.6022e-02,5.4976e-02,5.3793e-02,5.2543e-02,4.7952e-02,4.4540e-02,4.0964e-02,3.9109e-02,3.7032e-02,3.5338e-02,3.3954e-02,3.2580e-02,3.1413e-02,2.9939e-02,2.9085e-02,2.8396e-02,2.7763e-02,2.6761e-02,2.6276e-02
1.0756e-01,9.9536e-02,9.3149e-02,8.7751e-02,8.3269e-02,7.9384e-02,7.6027e-02,7.2984e-02,7.0325e-02,6.7961e-02,6.5857e-02,6.3841e-02,6.1863e-02,6.0312e-02,5.8799e-02,5.7471e-02,5.5985e-02,5.4939e-02,5.3759e-02,5.2511e-02,4.7920e-02,4.4513e-02,4.0936e-02,3.9080e-02,3.7008e-02,3.5316e-02,3.3935e-02,3.2562e-02,3.1395e-02,2.9896e-02,2.9065e-02,2.8379e-02,2.7746e-02,2.6743e-02,2.6258e-02
1.0749e-01,9.9475e-02,9.3091e-02,8.7696e-02,8.3217e-02,7.9334e-02,7.5980e-02,7.2937e-02,7.0280e-02,6.7922e-02,6.5817e-02,6.3798e-02,6.1826e-02,6.0276e-02,5.8763e-02,5.7434e-02,5.5948e-02,5.4903e-02,5.3726e-02,5.2480e-02,4.7888e-02,4.4486e-02,4.0909e-02,3.9050e-02,3.6984e-02,3.5293e-02,3.3915e-02,3.2545e-02,3.1376e-02,2.9852e-02,2.9044e-02,2.8362e-02,2.7729e-02,2.6724e-02,2.6240e-02
1.0743e-01,9.9414e-02,9.3034e-02,8.7642e-02,8.3165e-02,7.9285e-02,7.5933e-02,7.2889e-02,7.0236e-02,6.7882e-02,6.5776e-02,6.3755e-02,6.1790e-02,6.0241e-02,5.8727e-02,5.7397e-02,5.5911e-02,5.4866e-02,5.3692e-02,5.2449e-02,4.7857e-02,4.4459e-02,4.0881e-02,3.9021e-02,3.6961e-02,3.5271e-02,3.3896e-02,3.2527e-02,3.1358e-02,2.9809e-02,2.9024e-02,2.8345e-02,2.7712e-02,2.6706e-02,2.6222e-02
1.0736e-01,9.9353e-02,9.2976e-02,8.7589e-02,8.3114e-02,7.9236e-02,7.5886e-02,7.2842e-02,7.0191e-02,6.7843e-02,6.5736e-02,6.3713e-02,6.1753e-02,6.0206e-02,5.8691e-02,5.7360e-02,5.5874e-02,5.4829e-02,5.3658e-02,5.2418e-02,4.7825e-02,4.4432e-02,4.0854e-02,3.8992e-02,3.6938e-02,3.5249e-02,3.3876e-02,3.2509e-02,3.1340e-02,2.9765e-02,2.9004e-02,2.8328e-02,2.7694e-02,2.6688e-02,2.6204e-02
1.0729e-01,9.9292e-02,9.2919e-02,8.7535e-02,8.3062e-02,7.9187e-02,7.5840e-02,7.2795e-02,7.0147e-02,6.7804e-02,6.5695e-02,6.3670e-02,6.1717e-02,6.0170e-02,5.8655e-02,5.7323e-02,5.5837e-02,5.4793e-02,5.3624e-02,5.2388e-02,4.7794e-02,4.4405e-02,4.0826e-02,3.8962e-02,3.6915e-02,3.5226e-02,3.3857e-02,3.2491e-02,3.1321e-02,2.9722e-02,2.8984e-02,2.8311e-02,2.7677e-02,2.6670e-02,2.6186e-02
1.0723e-01,9.9231e-02,9.2862e-02,8.7481e-02,8.3011e-02,7.9139e-02,7.5793e-02,7.2747e-02,7.0103e-02,6.7765e-02,6.5655e-02,6.3627e-02,6.1681e-02,6.0135e-02,5.8620e-02,5.7286e-02,5.5800e-02,5.4756e-02,5.3590e-02,5.2357e-02,4.7763e-02,4.4378e-02,4.0799e-02,3.8933e-02,3.6892e-02,3.5204e-02,3.3837e-02,3.2474e-02,3.1303e-02,2.9679e-02,2.8964e-02,2.8294e-02,2.7659e-02,2.6652e-02,2.6168e-02
1.0716e-01,9.9171e-02,9.2804e-02,8.7428e-02,8.2959e-02,7.9090e-02,7.5747e-02,7.2700e-02,7.0058e-02,6.7725e-02,6.5615e-02,6.3584e-02,6.1645e-02,6.0100e-02,5.8584e-02,5.7249e-02,5.5763e-02,5.4719e-02,5.3555e-02,5.2327e-02,4.7732e-02,4.4351e-02,4.0771e-02,3.8903e-02,3.6869e-02,3.5182e-02,3.3818e-02,3.2456e-02,3.1285e-02,2.9636e-02,2.8944e-02,2.8277e-02,2.7641e-02,2.6634e-02,2.6150e-02
1.0710e-01,9.9110e-02,9.2747e-02,8.7374e-02,8.2908e-02,7.9041e-02,7.5700e-02,7.2654e-02,7.0014e-02,6.7686e-02,6.5575e-02,6.3541e-02,6.1610e-02,6.0065e-02,5.8548e-02,5.7212e-02,5.5726e-02,5.4682e-02,5.3521e-02,5.2297e-02,4.7701e-02,4.4324e-02,4.0744e-02,3.8874e-02,3.6847e-02,3.5160e-02,3.3798e-02,3.2438e-02,3.1266e-02,2.9593e-02,2.8924e-02,2.8260e-02,2.7623e-02,2.6616e-02,2.6132e-02
1.0703e-01,9.9050e-02,9.2691e-02,8.7321e-02,8.2857e-02,7.8993e-02,7.5654e-02,7.2607e-02,6.9970e-02,6.7647e-02,6.5535e-02,6.3498e-02,6.1574e-02,6.0030e-02,5.8513e-02,5.7175e-02,5.5690e-02,5.4644e-02,5.3487e-02,5.2267e-02,4.7670e-02,4.4296e-02,4.0717e-02,3.8844e-02,3.6825e-02,3.5138e-02,3.3779e-02,3.2420e-02,3.1248e-02,2.9550e-02,2.8905e-02,2.8243e-02,2.7605e-02,2.6598e-02,2.6115e-02
1.0697e-01,9.8989e-02,9.2634e-02,8.7268e-02,8.2805e-02,7.8945e-02,7.5608e-02,7.2560e-02,6.9926e-02,6.7608e-02,6.5495e-02,6.3455e-02,6.1539e-02,5.9995e-02,5.8477e-02,5.7138e-02,5.5653e-02,5.4607e-02,5.3452e-02,5.2237e-02,4.7639e-02,4.4269e-02,4.0689e-02,3.8815e-02,3.6803e-02,3.5115e-02,3.3759e-02,3.2402e-02,3.1230e-02,2.9508e-02,2.8886e-02,2.8226e-02,2.7587e-02,2.6581e-02,2.6097e-02
1.0690e-01,9.8929e-02,9.2577e-02,8.7215e-02,8.2754e-02,7.8896e-02,7.5562e-02,7.2513e-02,6.9882e-02,6.7569e-02,6.5455e-02,6.3412e-02,6.1503e-02,5.9960e-02,5.8442e-02,5.7101e-02,5.5616e-02,5.4570e-02,5.3417e-02,5.2207e-02,4.7609e-02,4.4242e-02,4.0662e-02,3.8786e-02,3.6781e-02,3.5093e-02,3.3740e-02,3.2385e-02,3.1212e-02,2.9465e-02,2.8866e-02,2.8208e-02,2.7569e-02,2.6563e-02,2.6079e-02
1.0684e-01,9.8869e-02,9.2520e-02,8.7162e-02,8.2703e-02,7.8848e-02,7.5516e-02,7.2467e-02,6.9838e-02,6.7530e-02,6.5415e-02,6.3370e-02,6.1468e-02,5.9925e-02,5.8407e-02,5.7064e-02,5.5580e-02,5.4532e-02,5.3382e-02,5.2178e-02,4.7578e-02,4.4215e-02,4.0635e-02,3.8756e-02,3.6759e-02,3.5071e-02,3.3720e-02,3.2367e-02,3.1194e-02,2.9424e-02,2.8847e-02,2.8191e-02,2.7551e-02,2.6545e-02,2.6061e-02
1.0677e-01,9.8809e-02,9.2464e-02,8.7109e-02,8.2653e-02,7.8800e-02,7.5470e-02,7.2421e-02,6.9794e-02,6.7491e-02,6.5375e-02,6.3327e-02,6.1433e-02,5.9891e-02,5.8371e-02,5.7027e-02,5.5544e-02,5.4495e-02,5.3348e-02,5.2148e-02,4.7548e-02,4.4187e-02,4.0608e-02,3.8727e-02,3.6738e-02,3.5049e-02,3.3701e-02,3.2349e-02,3.1176e-02,2.9382e-02,2.8828e-02,2.8174e-02,2.7533e-02,2.6528e-02,2.6044e-02
1.0671e-01,9.8749e-02,9.2407e-02,8.7056e-02,8.2602e-02,7.8752e-02,7.5425e-02,7.2374e-02,6.9751e-02,6.7452e-02,6.5336e-02,6.3284e-02,6.1398e-02,5.9856e-02,5.8336e-02,5.6991e-02,5.5508e-02,5.4457e-02,5.3313e-02,5.2119e-02,4.7518e-02,4.4160e-02,4.0581e-02,3.8698e-02,3.6717e-02,3.5027e-02,3.3681e-02,3.2331e-02,3.1157e-02,2.9341e-02,2.8809e-02,2.8158e-02,2.7514e-02,2.6511e-02,2.6026e-02
1.0664e-01,9.8689e-02,9.2351e-02,8.7004e-02,8.2551e-02,7.8705e-02,7.5379e-02,7.2328e-02,6.9707e-02,6.7413e-02,6.5296e-02,6.3242e-02,6.1363e-02,5.9821e-02,5.8301e-02,5.6954e-02,5.5471e-02,5.4420e-02,5.3278e-02,5.2090e-02,4.7488e-02,4.4133e-02,4.0554e-02,3.8669e-02,3.6696e-02,3.5005e-02,3.3661e-02,3.2313e-02,3.1139e-02,2.9300e-02,2.8791e-02,2.8141e-02,2.7496e-02,2.6493e-02,2.6009e-02
1.0658e-01,9.8630e-02,9.2295e-02,8.6951e-02,8.2501e-02,7.8657e-02,7.5333e-02,7.2282e-02,6.9663e-02,6.7374e-02,6.5256e-02,6.3199e-02,6.1329e-02,5.9787e-02,5.8266e-02,5.6917e-02,5.5435e-02,5.4382e-02,5.3243e-02,5.2060e-02,4.7458e-02,4.4105e-02,4.0527e-02,3.8640e-02,3.6675e-02,3.4983e-02,3.3642e-02,3.2295e-02,3.1121e-02,2.9260e-02,2.8772e-02,2.8124e-02,2.7477e-02,2.6476e-02,2.5991e-02
1.0651e-01,9.8570e-02,9.2239e-02,8.6899e-02,8.2450e-02,7.8609e-02,7.5288e-02,7.2236e-02,6.9620e-02,6.7335e-02,6.5217e-02,6.3157e-02,6.1294e-02,5.9752e-02,5.8231e-02,5.6880e-02,5.5400e-02,5.4344e-02,5.3207e-02,5.2031e-02,4.7428e-02,4.4078e-02,4.0500e-02,3.8611e-02,3.6654e-02,3.4961e-02,3.3622e-02,3.2277e-02,3.1103e-02,2.9220e-02,2.8753e-02,2.8107e-02,2.7458e-02,2.6459e-02,2.5974e-02
1.0645e-01,9.8510e-02,9.2183e-02,8.6846e-02,8.2400e-02,7.8562e-02,7.5243e-02,7.2191e-02,6.9576e-02,6.7296e-02,6.5177e-02,6.3114e-02,6.1260e-02,5.9718e-02,5.8196e-02,5.6844e-02,5.5364e-02,5.4306e-02,5.3172e-02,5.2003e-02,4.7399e-02,4.4051e-02,4.0473e-02,3.8582e-02,3.6633e-02,3.4939e-02,3.3602e-02,3.2259e-02,3.1085e-02,2.9181e-02,2.8735e-02,2.8090e-02,2.7440e-02,2.6442e-02,2.5956e-02
1.0638e-01,9.8451e-02,9.2127e-02,8.6794e-02,8.2349e-02,7.8514e-02,7.5197e-02,7.2145e-02,6.9533e-02,6.7256e-02,6.5138e-02,6.3072e-02,6.1225e-02,5.9683e-02,5.8161e-02,5.6807e-02,5.5328e-02,5.4268e-02,5.3137e-02,5.1974e-02,4.7369e-02,4.4024e-02,4.0446e-02,3.8554e-02,3.6613e-02,3.4918e-02,3.3583e-02,3.2241e-02,3.1067e-02,2.9143e-02,2.8717e-02,2.8073e-02,2.7421e-02,2.6426e-02,2.5939e-02
1.0632e-01,9.8392e-02,9.2071e-02,8.6742e-02,8.2299e-02,7.8467e-02,7.5152e-02,7.2099e-02,6.9490e-02,6.7217e-02,6.5099e-02,6.3030e-02,6.1191e-02,5.9649e-02,5.8126e-02,5.6770e-02,5.5292e-02,5.4230e-02,5.3102e-02,5.1945e-02,4.7340e-02,4.3996e-02,4.0419e-02,3.8526e-02,3.6592e-02,3.4896e-02,3.3563e-02,3.2222e-02,3.1049e-02,2.9105e-02,2.8698e-02,2.8056e-02,2.7402e-02,2.6409e-02,2.5922e-02
