# 60km, 70km, 80km, 90km, 100km, 110km, 120km, 130km, 140km, 150km, 160km, 170km, 180km, 190km, 200km, 210km, 220km, 230km, 240km, 250km, 300km, 350km, 400km, 450km, 500km, 550km, 600km, 650km, 700km, 750km, 800km, 850km, 900km, 950km, 1000km
1.4044e-01,1.3007e-01,1.2166e-01,1.1474e-01,1.0884e-01,1.0366e-01,9.9318e-02,9.5421e-02,9.1886e-02,8.8883e-02,8.5898e-02,8.3343e-02,8.1085e-02,7.8781e-02,7.6888e-02,7.5031e-02,7.3132e-02,7.1672e-02,7.0153e-02,6.8651e-02,6.2594e-02,5.7936e-02,5.4229e-02,5.1299e-02,4.8680e-02,4.5843e-02,4.3511e-02,4.2691e-02,4.0808e-02,3.9719e-02,3.8353e-02,3.7231e-02,3.5856e-02,3.5189e-02,3.4420e-02
1.4031e-01,1.2995e-01,1.2155e-01,1.1463e-01,1.0874e-01,1.0357e-01,9.9229e-02,9.5336e-02,9.1803e-02,8.8803e-02,8.5818e-02,8.3270e-02,8.1014e-02,7.8711e-02,7.6820e-02,7.4966e-02,7.3069e-02,7.1614e-02,7.0089e-02,6.8593e-02,6.2537e-02,5.7891e-02,5.4185e-02,5.1253e-02,4.8638e-02,4.5797e-02,4.3467e-02,4.2653e-02,4.0783e-02,3.9680e-02,3.8321e-02,3.7201e-02,3.5825e-02,3.5159e-02,3.4387e-02
1.4018e-01,1.2984e-01,1.2144e-01,1.1453e-01,1.0864e-01,1.0348e-01,9.9140e-02,9.5251e-02,9.1721e-02,8.8724e-02,8.5738e-02,8.3197e-02,8.0943e-02,7.8641e-02,7.6751e-02,7.4902e-02,7.3006e-02,7.1556e-02,7.0026e-02,6.8535e-02,6.2479e-02,5.7845e-02,5.4140e-02,5.1207e-02,4.8596e-02,4.5752e-02,4.3424e-02,4.2615e-02,4.0757e-02,3.9641e-02,3.8289e-02,3.7171e-02,3.5795e-02,3.5129e-02,3.4354e-02
1.4006e-01,1.2972e-01,1.2133e-01,1.1443e-01,1.0855e-01,1.0338e-01,9.9051e-02,9.5166e-02,9.1639e-02,8.8645e-02,8.5659e-02,8.3124e-02,8.0872e-02,7.8571e-02,7.6683e-02,7.4837e-02,7.2944e-02,7.1498e-02,6.9963e-02,6.8478e-02,6.2422e-02,5.7800e-02,5.4096e-02,5.1161e-02,4.8553e-02,4.5708e-02,4.3380e-02,4.2577e-02,4.0731e-02,3.9603e-02,3.8257e-02,3.7140e-02,3.5764e-02,3.5100e-02,3.4321e-02
1.3993e-01,1.2961e-01,1.2122e-01,1.1433e-01,1.0845e-01,1.0329e-01,9.8962e-02,9.5082e-02,9.1557e-02,8.8566e-02,8.5580e-02,8.3051e-02,8.0801e-02,7.8502e-02,7.6615e-02,7.4773e-02,7.2882e-02,7.1440e-02,6.9899e-02,6.8420e-02,6.2365e-02,5.7755e-02,5.4052e-02,5.1115e-02,4.8511e-02,4.5664e-02,4.3337e-02,4.2539e-02,4.0705e-02,3.9564e-02,3.8225e-02,3.7110e-02,3.5734e-02,3.5071e-02,3.4288e-02
1.3981e-01,1.2949e-01,1.2111e-01,1.1423e-01,1.0835e-01,1.0320e-01,9.8874e-02,9.4997e-02,9.1476e-02,8.8487e-02,8.5501e-02,8.2979e-02,8.0731e-02,7.8433e-02,7.6547e-02,7.4709e-02,7.2820e-02,7.1382e-02,6.9837e-02,6.8362e-02,6.2308e-02,5.7711e-02,5.4007e-02,5.1069e-02,4.8468e-02,4.5620e-02,4.3293e-02,4.2501e-02,4.0679e-02,3.9526e-02,3.8193e-02,3.7080e-02,3.5703e-02,3.5041e-02,3.4255e-02
1.3968e-01,1.2938e-01,1.2101e-01,1.1413e-01,1.0826e-01,1.0311e-01,9.8786e-02,9.4913e-02,9.1395e-02,8.8409e-02,8.5423e-02,8.2907e-02,8.0661e-02,7.8364e-02,7.6479e-02,7.4644e-02,7.2758e-02,7.1324e-02,6.9774e-02,6.8305e-02,6.2251e-02,5.7666e-02,5.3962e-02,5.1023e-02,4.8426e-02,4.5576e-02,4.3250e-02,4.2463e-02,4.0652e-02,3.9488e-02,3.8161e-02,3.7049e-02,3.5673e-02,3.5012e-02,3.4222e-02
1.3956e-01,1.2926e-01,1.2090e-01,1.1403e-01,1.0816e-01,1.0302e-01,9.8698e-02,9.4829e-02,9.1314e-02,8.8331e-02,8.5344e-02,8.2836e-02,8.0591e-02,7.8296e-02,7.6412e-02,7.4580e-02,7.2696e-02,7.1266e-02,6.9711e-02,6.8248e-02,6.2194e-02,5.7622e-02,5.3918e-02,5.0977e-02,4.8383e-02,4.5533e-02,4.3207e-02,4.2425e-02,4.0625e-02,3.9450e-02,3.8129e-02,3.7018e-02,3.5643e-02,3.4984e-02,3.4189e-02
1.3943e-01,1.2915e-01,1.2079e-01,1.1393e-01,1.0807e-01,1.0293e-01,9.8610e-02,9.4746e-02,9.1234e-02,8.8253e-02,8.5267e-02,8.2764e-02,8.0521e-02,7.8228e-02,7.6344e-02,7.4516e-02,7.2635e-02,7.1208e-02,6.9649e-02,6.8190e-02,6.2137e-02,5.7578e-02,5.3873e-02,5.0932e-02,4.8340e-02,4.5490e-02,4.3163e-02,4.2387e-02,4.0597e-02,3.9413e-02,3.8097e-02,3.6988e-02,3.5612e-02,3.4955e-02,3.4157e-02
1.3931e-01,1.2904e-01,1.2068e-01,1.1383e-01,1.0797e-01,1.0284e-01,9.8523e-02,9.4662e-02,9.1154e-02,8.8175e-02,8.5189e-02,8.2693e-02,8.0451e-02,7.8159e-02,7.6277e-02,7.4452e-02,7.2574e-02,7.1150e-02,6.9587e-02,6.8133e-02,6.2081e-02,5.7534e-02,5.3828e-02,5.0886e-02,4.8297e-02,4.5447e-02,4.3120e-02,4.2349e-02,4.0569e-02,3.9375e-02,3.8066e-02,3.6957e-02,3.5582e-02,3.4927e-02,3.4124e-02
1.3919e-01,1.2892e-01,1.2058e-01,1.1373e-01,1.0788e-01,1.0275e-01,9.8435e-02,9.4579e-02,9.1074e-02,8.8097e-02,8.5112e-02,8.2622e-02,8.0381e-02,7.8092e-02,7.6210e-02,7.4389e-02,7.2513e-02,7.1092e-02,6.9525e-02,6.8077e-02,6.2025e-02,5.7490e-02,5.3783e-02,5.0841e-02,4.8253e-02,4.5404e-02,4.3077e-02,4.2312e-02,4.0540e-02,3.9338e-02,3.8034e-02,3.6926e-02,3.5551e-02,3.4898e-02,3.4091e-02
1.3906e-01,1.2881e-01,1.2047e-01,1.1363e-01,1.0778e-01,1.0266e-01,9.8348e-02,9.4496e-02,9.0995e-02,8.8020e-02,8.5035e-02,8.2552e-02,8.0312e-02,7.8024e-02,7.6143e-02,7.4325e-02,7.2452e-02,7.1034e-02,6.9464e-02,6.8020e-02,6.1968e-02,5.7446e-02,5.3738e-02,5.0796e-02,4.8210e-02,4.5362e-02,4.3034e-02,4.2274e-02,4.0511e-02,3.9301e-02,3.8003e-02,3.6895e-02,3.5521e-02,3.4870e-02,3.4059e-02
1.3894e-01,1.2870e-01,1.2037e-01,1.1353e-01,1.0769e-01,1.0257e-01,9.8262e-02,9.4413e-02,9.0916e-02,8.7942e-02,8.4958e-02,8.2481e-02,8.0243e-02,7.7957e-02,7.6077e-02,7.4261e-02,7.2391e-02,7.0976e-02,6.9402e-02,6.7963e-02,6.1912e-02,5.7403e-02,5.3693e-02,5.0750e-02,4.8167e-02,4.5321e-02,4.2991e-02,4.2236e-02,4.0481e-02,3.9264e-02,3.7971e-02,3.6864e-02,3.5491e-02,3.4842e-02,3.4026e-02
1.3882e-01,1.2858e-01,1.2026e-01,1.1343e-01,1.0760e-01,1.0248e-01,9.8175e-02,9.4331e-02,9.0837e-02,8.7865e-02,8.4882e-02,8.2411e-02,8.0174e-02,7.7890e-02,7.6010e-02,7.4198e-02,7.2331e-02,7.0918e-02,6.9341e-02,6.7906e-02,6.1857e-02,5.7359e-02,5.3648e-02,5.0705e-02,4.8123e-02,4.5279e-02,4.2949e-02,4.2199e-02,4.0451e-02,3.9227e-02,3.7940e-02,3.6833e-02,3.5461e-02,3.4815e-02,3.3994e-02
1.3870e-01,1.2847e-01,1.2015e-01,1.1333e-01,1.0750e-01,1.0239e-01,9.8089e-02,9.4248e-02,9.0759e-02,8.7789e-02,8.4806e-02,8.2341e-02,8.0105e-02,7.7823e-02,7.5944e-02,7.4134e-02,7.2270e-02,7.0860e-02,6.9280e-02,6.7850e-02,6.1801e-02,5.7316e-02,5.3603e-02,5.0661e-02,4.8079e-02,4.5238e-02,4.2906e-02,4.2161e-02,4.0420e-02,3.9191e-02,3.7909e-02,3.6802e-02,3.5431e-02,3.4787e-02,3.3961e-02
1.3857e-01,1.2836e-01,1.2005e-01,1.1323e-01,1.0741e-01,1.0230e-01,9.8003e-02,9.4166e-02,9.0680e-02,8.7712e-02,8.4730e-02,8.2271e-02,8.0036e-02,7.7756e-02,7.5878e-02,7.4071e-02,7.2210e-02,7.0802e-02,6.9219e-02,6.7794e-02,6.1745e-02,5.7272e-02,5.3558e-02,5.0616e-02,4.8035e-02,4.5198e-02,4.2863e-02,4.2124e-02,4.0389e-02,3.9155e-02,3.7877e-02,3.6770e-02,3.5400e-02,3.4759e-02,3.3929e-02
1.3845e-01,1.2825e-01,1.1994e-01,1.1313e-01,1.0732e-01,1.0221e-01,9.7917e-02,9.4084e-02,9.0602e-02,8.7636e-02,8.4655e-02,8.2202e-02,7.9967e-02,7.7690e-02,7.5812e-02,7.4007e-02,7.2150e-02,7.0744e-02,6.9158e-02,6.7737e-02,6.1690e-02,5.7229e-02,5.3513e-02,5.0571e-02,4.7992e-02,4.5157e-02,4.2821e-02,4.2086e-02,4.0358e-02,3.9118e-02,3.7846e-02,3.6739e-02,3.5370e-02,3.4732e-02,3.3897e-02
1.3833e-01,1.2814e-01,1.1984e-01,1.1304e-01,1.0722e-01,1.0212e-01,9.7831e-02,9.4002e-02,9.0525e-02,8.7559e-02,8.4580e-02,8.2132e-02,7.9899e-02,7.7624e-02,7.5746e-02,7.3944e-02,7.2090e-02,7.0686e-02,6.9098e-02,6.7681e-02,6.1634e-02,5.7186e-02,5.3467e-02,5.0526e-02,4.7948e-02,4.5117e-02,4.2778e-02,4.2049e-02,4.0326e-02,3.9082e-02,3.7815e-02,3.6708e-02,3.5340e-02,3.4704e-02,3.3865e-02
1.3821e-01,1.2803e-01,1.1973e-01,1.1294e-01,1.0713e-01,1.0203e-01,9.7746e-02,9.3921e-02,9.0447e-02,8.7483e-02,8.4506e-02,8.2063e-02,7.9830e-02,7.7558e-02,7.5680e-02,7.3881e-02,7.2030e-02,7.0629e-02,6.9038e-02,6.7625e-02,6.1579e-02,5.7143e-02,5.3422e-02,5.0482e-02,4.7904e-02,4.5078e-02,4.2736e-02,4.2012e-02,4.0294e-02,3.9047e-02,3.7783e-02,3.6676e-02,3.5310e-02,3.4677e-02,3.3833e-02
1.3809e-01,1.2792e-01,1.1963e-01,1.1284e-01,1.0704e-01,1.0194e-01,9.7661e-02,9.3839e-02,9.0370e-02,8.7408e-02,8.4431e-02,8.1994e-02,7.9762e-02,7.7492e-02,7.5615e-02,7.3817e-02,7.1971e-02,7.0571e-02,6.8978e-02,6.7569e-02,6.1524e-02,5.7100e-02,5.3377e-02,5.0438e-02,4.7860e-02,4.5038e-02,4.2694e-02,4.1975e-02,4.0261e-02,3.9011e-02,3.7752e-02,3.6645e-02,3.5280e-02,3.4650e-02,3.3801e-02
1.3797e-01,1.2781e-01,1.1953e-01,1.1274e-01,1.0695e-01,1.0186e-01,9.7576e-02,9.3758e-02,9.0294e-02,8.7332e-02,8.4357e-02,8.1926e-02,7.9694e-02,7.7427e-02,7.5549e-02,7.3754e-02,7.1911e-02,7.0513e-02,6.8918e-02,6.7513e-02,6.1469e-02,5.7057e-02,5.3331e-02,5.0393e-02,4.7815e-02,4.5000e-02,4.2652e-02,4.1937e-02,4.0228e-02,3.8976e-02,3.7721e-02,3.6613e-02,3.5251e-02,3.4623e-02,3.3769e-02
1.3785e-01,1.2770e-01,1.1942e-01,1.1265e-01,1.0685e-01,1.0177e-01,9.7491e-02,9.3677e-02,9.0217e-02,8.7256e-02,8.4284e-02,8.1857e-02,7.9626e-02,7.7362e-02,7.5484e-02,7.3691e-02,7.1852e-02,7.0455e-02,6.8859e-02,6.7457e-02,6.1415e-02,5.7014e-02,5.3286e-02,5.0349e-02,4.7771e-02,4.4961e-02,4.2610e-02,4.1900e-02,4.0194e-02,3.8941e-02,3.7690e-02,3.6582e-02,3.5221e-02,3.4596e-02,3.3737e-02
1.3773e-01,1.2759e-01,1.1932e-01,1.1255e-01,1.0676e-01,1.0168e-01,9.7407e-02,9.3597e-02,9.0141e-02,8.7181e-02,8.4211e-02,8.1789e-02,7.9558e-02,7.7297e-02,7.5419e-02,7.3627e-02,7.1793e-02,7.0397e-02,6.8799e-02,6.7401e-02,6.1360e-02,5.6971e-02,5.3241e-02,5.0305e-02,4.7727e-02,4.4923e-02,4.2569e-02,4.1863e-02,4.0160e-02,3.8905e-02,3.7659e-02,3.6550e-02,3.5191e-02,3.4569e-02,3.3706e-02
1.3761e-01,1.2748e-01,1.1922e-01,1.1245e-01,1.0667e-01,1.0159e-01,9.7323e-02,9.3516e-02,9.0065e-02,8.7106e-02,8.4138e-02,8.1720e-02,7.9490e-02,7.7232e-02,7.5354e-02,7.3564e-02,7.1734e-02,7.0339e-02,6.8740e-02,6.7345e-02,6.1305e-02,5.6928e-02,5.3195e-02,5.0261e-02,4.7682e-02,4.4885e-02,4.2527e-02,4.1826e-02,4.0126e-02,3.8871e-02,3.7628e-02,3.6519e-02,3.5161e-02,3.4542e-02,3.3674e-02
1.3749e-01,1.2737e-01,1.1911e-01,1.1236e-01,1.0658e-01,1.0151e-01,9.7239e-02,9.3436e-02,8.9989e-02,8.7031e-02,8.4065e-02,8.1652e-02,7.9423e-02,7.7167e-02,7.5290e-02,7.3501e-02,7.1675e-02,7.0281e-02,6.8681e-02,6.7290e-02,6.1251e-02,5.6885e-02,5.3150e-02,5.0217e-02,4.7638e-02,4.4848e-02,4.2485e-02,4.1790e-02,4.0091e-02,3.8836e-02,3.7597e-02,3.6487e-02,3.5132e-02,3.4516e-02,3.3643e-02
1.3738e-01,1.2726e-01,1.1901e-01,1.1226e-01,1.0649e-01,1.0142e-01,9.7155e-02,9.3356e-02,8.9914e-02,8.6957e-02,8.3993e-02,8.1584e-02,7.9356e-02,7.7103e-02,7.5225e-02,7.3438e-02,7.1616e-02,7.0223e-02,6.8622e-02,6.7234e-02,6.1197e-02,5.6842e-02,5.3104e-02,5.0174e-02,4.7594e-02,4.4811e-02,4.2444e-02,4.1753e-02,4.0057e-02,3.8801e-02,3.7566e-02,3.6455e-02,3.5102e-02,3.4489e-02,3.3612e-02
1.3726e-01,1.2715e-01,1.1891e-01,1.1216e-01,1.0640e-01,1.0133e-01,9.7072e-02,9.3276e-02,8.9838e-02,8.6882e-02,8.3921e-02,8.1517e-02,7.9288e-02,7.7039e-02,7.5161e-02,7.3374e-02,7.1558e-02,7.0165e-02,6.8564e-02,6.7178e-02,6.1143e-02,5.6799e-02,5.3059e-02,5.0130e-02,4.7549e-02,4.4774e-02,4.2403e-02,4.1716e-02,4.0021e-02,3.8767e-02,3.7535e-02,3.6423e-02,3.5073e-02,3.4463e-02,3.3581e-02
1.3714e-01,1.2704e-01,1.1880e-01,1.1207e-01,1.0631e-01,1.0125e-01,9.6988e-02,9.3196e-02,8.9764e-02,8.6808e-02,8.3849e-02,8.1449e-02,7.9221e-02,7.6975e-02,7.5097e-02,7.3311e-02,7.1499e-02,7.0107e-02,6.8505e-02,6.7123e-02,6.1089e-02,5.6756e-02,5.3014e-02,5.0086e-02,4.7505e-02,4.4738e-02,4.2362e-02,4.1679e-02,3.9986e-02,3.8733e-02,3.7504e-02,3.6391e-02,3.5044e-02,3.4436e-02,3.3550e-02
1.3702e-01,1.2694e-01,1.1870e-01,1.1197e-01,1.0622e-01,1.0116e-01,9.6905e-02,9.3117e-02,8.9689e-02,8.6734e-02,8.3778e-02,8.1382e-02,7.9154e-02,7.6911e-02,7.5033e-02,7.3247e-02,7.1441e-02,7.0049e-02,6.8447e-02,6.7067e-02,6.1035e-02,5.6713e-02,5.2968e-02,5.0043e-02,4.7460e-02,4.4702e-02,4.2321e-02,4.1643e-02,3.9950e-02,3.8698e-02,3.7473e-02,3.6359e-02,3.5014e-02,3.4410e-02,3.3519e-02
1.3691e-01,1.2683e-01,1.1860e-01,1.1188e-01,1.0613e-01,1.0108e-01,9.6822e-02,9.3037e-02,8.9614e-02,8.6660e-02,8.3707e-02,8.1314e-02,7.9088e-02,7.6847e-02,7.4969e-02,7.3184e-02,7.1383e-02,6.9991e-02,6.8389e-02,6.7012e-02,6.0981e-02,5.6669e-02,5.2923e-02,4.9999e-02,4.7416e-02,4.4667e-02,4.2281e-02,4.1606e-02,3.9914e-02,3.8665e-02,3.7442e-02,3.6327e-02,3.4985e-02,3.4383e-02,3.3489e-02
1.3679e-01,1.2672e-01,1.1850e-01,1.1178e-01,1.0604e-01,1.0099e-01,9.6740e-02,9.2958e-02,8.9540e-02,8.6586e-02,8.3636e-02,8.1247e-02,7.9021e-02,7.6784e-02,7.4905e-02,7.3120e-02,7.1324e-02,6.9933e-02,6.8331e-02,6.6957e-02,6.0927e-02,5.6626e-02,5.2877e-02,4.9956e-02,4.7371e-02,4.4632e-02,4.2240e-02,4.1570e-02,3.9877e-02,3.8631e-02,3.7411e-02,3.6295e-02,3.4956e-02,3.4357e-02,3.3458e-02
1.3667e-01,1.2661e-01,1.1840e-01,1.1169e-01,1.0595e-01,1.0091e-01,9.6658e-02,9.2879e-02,8.9466e-02,8.6513e-02,8.3566e-02,8.1180e-02,7.8954e-02,7.6721e-02,7.4841e-02,7.3057e-02,7.1266e-02,6.9876e-02,6.8274e-02,6.6901e-02,6.0874e-02,5.6583e-02,5.2832e-02,4.9913e-02,4.7326e-02,4.4597e-02,4.2200e-02,4.1534e-02,3.9840e-02,3.8597e-02,3.7381e-02,3.6263e-02,3.4927e-02,3.4331e-02,3.3428e-02
1.3656e-01,1.2651e-01,1.1830e-01,1.1160e-01,1.0586e-01,1.0082e-01,9.6575e-02,9.2800e-02,8.9392e-02,8.6439e-02,8.3496e-02,8.1113e-02,7.8888e-02,7.6658e-02,7.4778e-02,7.2993e-02,7.1209e-02,6.9818e-02,6.8216e-02,6.6846e-02,6.0821e-02,5.6540e-02,5.2787e-02,4.9870e-02,4.7282e-02,4.4563e-02,4.2160e-02,4.1497e-02,3.9803e-02,3.8564e-02,3.7350e-02,3.6231e-02,3.4898e-02,3.4304e-02,3.3398e-02
1.3644e-01,1.2640e-01,1.1820e-01,1.1150e-01,1.0577e-01,1.0074e-01,9.6494e-02,9.2722e-02,8.9319e-02,8.6366e-02,8.3426e-02,8.1046e-02,7.8822e-02,7.6595e-02,7.4715e-02,7.2930e-02,7.1151e-02,6.9760e-02,6.8159e-02,6.6791e-02,6.0767e-02,5.6496e-02,5.2741e-02,4.9827e-02,4.7237e-02,4.4529e-02,4.2120e-02,4.1461e-02,3.9766e-02,3.8530e-02,3.7319e-02,3.6199e-02,3.4869e-02,3.4278e-02,3.3368e-02
1.3632e-01,1.2629e-01,1.1810e-01,1.1141e-01,1.0568e-01,1.0065e-01,9.6412e-02,9.2644e-02,8.9246e-02,8.6293e-02,8.3357e-02,8.0979e-02,7.8756e-02,7.6532e-02,7.4652e-02,7.2866e-02,7.1093e-02,6.9702e-02,6.8102e-02,6.6735e-02,6.0714e-02,5.6453e-02,5.2696e-02,4.9784e-02,4.7193e-02,4.4495e-02,4.2080e-02,4.1425e-02,3.9728e-02,3.8497e-02,3.7289e-02,3.6167e-02,3.4841e-02,3.4252e-02,3.3338e-02
1.3621e-01,1.2619e-01,1.1800e-01,1.1131e-01,1.0559e-01,1.0057e-01,9.6331e-02,9.2565e-02,8.9172e-02,8.6220e-02,8.3288e-02,8.0913e-02,7.8690e-02,7.6470e-02,7.4589e-02,7.2802e-02,7.1036e-02,6.9644e-02,6.8046e-02,6.6680e-02,6.0661e-02,5.6409e-02,5.2651e-02,4.9741e-02,4.7148e-02,4.4461e-02,4.2040e-02,4.1389e-02,3.9691e-02,3.8464e-02,3.7258e-02,3.6134e-02,3.4812e-02,3.4226e-02,3.3308e-02
1.3609e-01,1.2608e-01,1.1790e-01,1.1122e-01,1.0550e-01,1.0049e-01,9.6249e-02,9.2488e-02,8.9100e-02,8.6148e-02,8.3219e-02,8.0846e-02,7.8624e-02,7.6408e-02,7.4526e-02,7.2738e-02,7.0978e-02,6.9586e-02,6.7989e-02,6.6625e-02,6.0609e-02,5.6366e-02,5.2606e-02,4.9699e-02,4.7104e-02,4.4428e-02,4.2001e-02,4.1353e-02,3.9653e-02,3.8431e-02,3.7228e-02,3.6102e-02,3.4784e-02,3.4200e-02,3.3279e-02
1.3598e-01,1.2598e-01,1.1780e-01,1.1113e-01,1.0541e-01,1.0040e-01,9.6168e-02,9.2410e-02,8.9027e-02,8.6075e-02,8.3150e-02,8.0780e-02,7.8559e-02,7.6345e-02,7.4463e-02,7.2674e-02,7.0921e-02,6.9528e-02,6.7933e-02,6.6570e-02,6.0556e-02,5.6322e-02,5.2561e-02,4.9656e-02,4.7059e-02,4.4395e-02,4.1962e-02,4.1317e-02,3.9615e-02,3.8398e-02,3.7197e-02,3.6070e-02,3.4755e-02,3.4174e-02,3.3249e-02
1.3587e-01,1.2587e-01,1.1770e-01,1.1103e-01,1.0532e-01,1.0032e-01,9.6088e-02,9.2332e-02,8.8954e-02,8.6003e-02,8.3082e-02,8.0713e-02,7.8493e-02,7.6284e-02,7.4401e-02,7.2610e-02,7.0863e-02,6.9471e-02,6.7876e-02,6.6515e-02,6.0503e-02,5.6278e-02,5.2516e-02,4.9613e-02,4.7015e-02,4.4363e-02,4.1923e-02,4.1281e-02,3.9576e-02,3.8366e-02,3.7167e-02,3.6037e-02,3.4727e-02,3.4147e-02,3.3220e-02
1.3575e-01,1.2577e-01,1.1760e-01,1.1094e-01,1.0524e-01,1.0024e-01,9.6007e-02,9.2255e-02,8.8882e-02,8.5931e-02,8.3014e-02,8.0647e-02,7.8428e-02,7.6222e-02,7.4339e-02,7.2546e-02,7.0806e-02,6.9413e-02,6.7820e-02,6.6460e-02,6.0451e-02,5.6234e-02,5.2471e-02,4.9571e-02,4.6970e-02,4.4330e-02,4.1884e-02,4.1245e-02,3.9538e-02,3.8333e-02,3.7136e-02,3.6005e-02,3.4699e-02,3.4121e-02,3.3191e-02
1.3564e-01,1.2566e-01,1.1750e-01,1.1085e-01,1.0515e-01,1.0015e-01,9.5927e-02,9.2178e-02,8.8810e-02,8.5859e-02,8.2946e-02,8.0581e-02,7.8363e-02,7.6160e-02,7.4276e-02,7.2481e-02,7.0749e-02,6.9355e-02,6.7765e-02,6.6405e-02,6.0398e-02,5.6190e-02,5.2426e-02,4.9529e-02,4.6926e-02,4.4298e-02,4.1846e-02,4.1210e-02,3.9499e-02,3.8301e-02,3.7106e-02,3.5973e-02,3.4671e-02,3.4095e-02,3.3162e-02
1.3552e-01,1.2556e-01,1.1740e-01,1.1076e-01,1.0506e-01,1.0007e-01,9.5847e-02,9.2101e-02,8.8738e-02,8.5787e-02,8.2879e-02,8.0514e-02,7.8297e-02,7.6099e-02,7.4214e-02,7.2417e-02,7.0692e-02,6.9297e-02,6.7709e-02,6.6350e-02,6.0346e-02,5.6145e-02,5.2381e-02,4.9486e-02,4.6882e-02,4.4267e-02,4.1807e-02,4.1174e-02,3.9460e-02,3.8269e-02,3.7076e-02,3.5940e-02,3.4643e-02,3.4069e-02,3.3134e-02
1.3541e-01,1.2545e-01,1.1731e-01,1.1066e-01,1.0497e-01,9.9987e-02,9.5767e-02,9.2024e-02,8.8667e-02,8.5716e-02,8.2811e-02,8.0448e-02,7.8233e-02,7.6038e-02,7.4152e-02,7.2353e-02,7.0635e-02,6.9240e-02,6.7654e-02,6.6295e-02,6.0294e-02,5.6101e-02,5.2337e-02,4.9444e-02,4.6837e-02,4.4235e-02,4.1769e-02,4.1138e-02,3.9421e-02,3.8236e-02,3.7046e-02,3.5908e-02,3.4616e-02,3.4043e-02,3.3105e-02
1.3530e-01,1.2535e-01,1.1721e-01,1.1057e-01,1.0489e-01,9.9905e-02,9.5687e-02,9.1947e-02,8.8595e-02,8.5644e-02,8.2744e-02,8.0382e-02,7.8168e-02,7.5976e-02,7.4091e-02,7.2289e-02,7.0578e-02,6.9182e-02,6.7598e-02,6.6240e-02,6.0242e-02,5.6056e-02,5.2292e-02,4.9402e-02,4.6793e-02,4.4204e-02,4.1731e-02,4.1103e-02,3.9382e-02,3.8204e-02,3.7016e-02,3.5875e-02,3.4588e-02,3.4017e-02,3.3077e-02
1.3519e-01,1.2524e-01,1.1711e-01,1.1048e-01,1.0480e-01,9.9823e-02,9.5608e-02,9.1871e-02,8.8524e-02,8.5573e-02,8.2678e-02,8.0316e-02,7.8103e-02,7.5916e-02,7.4029e-02,7.2224e-02,7.0521e-02,6.9124e-02,6.7543e-02,6.6185e-02,6.0190e-02,5.6011e-02,5.2248e-02,4.9360e-02,4.6749e-02,4.4173e-02,4.1694e-02,4.1068e-02,3.9343e-02,3.8173e-02,3.6986e-02,3.5842e-02,3.4561e-02,3.3990e-02,3.3048e-02
1.3507e-01,1.2514e-01,1.1701e-01,1.1039e-01,1.0471e-01,9.9741e-02,9.5529e-02,9.1795e-02,8.8453e-02,8.5502e-02,8.2611e-02,8.0250e-02,7.8039e-02,7.5855e-02,7.3968e-02,7.2160e-02,7.0465e-02,6.9067e-02,6.7489e-02,6.6131e-02,6.0139e-02,5.5966e-02,5.2203e-02,4.9318e-02,4.6705e-02,4.4142e-02,4.1656e-02,4.1032e-02,3.9303e-02,3.8141e-02,3.6956e-02,3.5810e-02,3.4533e-02,3.3964e-02,3.3020e-02
1.3496e-01,1.2504e-01,1.1692e-01,1.1030e-01,1.0463e-01,9.9659e-02,9.5450e-02,9.1719e-02,8.8382e-02,8.5431e-02,8.2545e-02,8.0184e-02,7.7974e-02,7.5794e-02,7.3906e-02,7.2096e-02,7.0408e-02,6.9009e-02,6.7434e-02,6.6076e-02,6.0087e-02,5.5921e-02,5.2159e-02,4.9277e-02,4.6661e-02,4.4111e-02,4.1619e-02,4.0997e-02,3.9264e-02,3.8109e-02,3.6926e-02,3.5777e-02,3.4506e-02,3.3938e-02,3.2992e-02
1.3485e-01,1.2493e-01,1.1682e-01,1.1021e-01,1.0454e-01,9.9578e-02,9.5371e-02,9.1643e-02,8.8311e-02,8.5360e-02,8.2479e-02,8.0118e-02,7.7910e-02,7.5734e-02,7.3845e-02,7.2031e-02,7.0351e-02,6.8952e-02,6.7380e-02,6.6021e-02,6.0035e-02,5.5875e-02,5.2116e-02,4.9235e-02,4.6617e-02,4.4081e-02,4.1582e-02,4.0962e-02,3.9224e-02,3.8078e-02,3.6896e-02,3.5744e-02,3.4479e-02,3.3912e-02,3.2965e-02
1.3474e-01,1.2483e-01,1.1672e-01,1.1012e-01,1.0446e-01,9.9497e-02,9.5292e-02,9.1567e-02,8.8240e-02,8.5290e-02,8.2413e-02,8.0052e-02,7.7846e-02,7.5673e-02,7.3784e-02,7.1967e-02,7.0295e-02,6.8894e-02,6.7325e-02,6.5967e-02,5.9984e-02,5.5829e-02,5.2072e-02,4.9193e-02,4.6573e-02,4.4051e-02,4.1546e-02,4.0927e-02,3.9184e-02,3.8046e-02,3.6866e-02,3.5712e-02,3.4452e-02,3.3885e-02,3.2937e-02
